Ad state,Ad,Description line 1,Description line 2,Display URL,Destination URL,Final URL,Mobile final URL,Tracking template,Custom parameter,Headline 1,Headline 2,Description,Path 1,Path 2,Short headline,Long headline,Business name,Logo ID (responsive),Image ID (responsive),Campaign,Ad group,Status,Labels,Campaign type,Campaign subtype,Clicks,Impressions,CTR,Avg. CPC,Cost,Avg. position,Conversions,Cost / conv.,Conv. rate,All conv.,View-through conv.,Ad ID,Ad group ID,Ad type
enabled,Call back API,Initiate phone calls easily.,From/to regular phone numbers & SIP,sonetel.com/call_back_api,,http://sonetel.com/en/help/support-center/help-topics/api/call-back-api/,,,,,,,,,,,, --, --,New | English - North America - search,Call back API,ad group paused, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,74523574922,19104071882,Text ad
enabled,Virtual phone numbers,"In Puerto Rico, from $13/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Puerto Rico,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675416082,5196912002,Text ad
enabled,Virtual number forwarding,"In Slovakia, from $3.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Slovakia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675417042,5196909722,Text ad
enabled,Virtual number forwarding,"In Colombia, from $19.90/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Colombia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675418722,21747927242,Text ad
enabled,Virtual number forwarding,"In Bulgaria, from $3.90/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Bulgaria,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675422202,5196900242,Text ad
enabled,VOIP Numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,03. VOIP Number,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675426882,5196906722,Text ad
enabled,Virtual phone numbers,"In Turkey, from $8.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Turkey,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675428922,21748654442,Text ad
enabled,Virtual phone numbers,"In France, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - France,approved, --,Search Only,All features,0,1,0.00%,0,0,6,0,0,0.00%,0,0,80675402522,5196906602,Text ad
enabled,Virtual phone numbers,"In New York, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,05. Virtual Phone Number - City - New York,ad group paused, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675405522,5762466962,Text ad
enabled,Buy a Local Phone number,Open a virtual office anywhere.,Try free now!,www.sonetel.com,,http://sonetel.com/en/l/local-number/,http://sonetel.com/en/l/local-number/,,,,,,,,,,, --, --,New | English - North America - search,Local phone number,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675405882,17271599402,Text ad
enabled,VOIP Numbers,"In the US, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - US,approved, --,Search Only,All features,1,1,100.00%,1.72,1.72,7,0,0,0.00%,0,0,80675411282,5196891962,Text ad
enabled,Virtual phone numbers,"Czech Republic, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Czech Republic,approved, --,Search Only,All features,0,1,0.00%,0,0,4,0,0,0.00%,0,0,80675411762,5196900362,Text ad
enabled,Virtual number forwarding,"In Portugal, from $1.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Portugal,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675405042,5196898682,Text ad
enabled,Phone numbers,"In Slovenia, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Slovenia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675414282,5196898202,Text ad
enabled,Phone numbers,"In Portugal, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Portugal,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675416442,5196907922,Text ad
enabled,Buy Online Phone Number,Global forwarding. From $0.99/month,Try free now!,www.sonetel.com,,http://sonetel.com/en/l/online-number/,http://sonetel.com/en/l/online-number/,,,,,,,,,,, --, --,New | English - North America - search,Online phone number,approved, --,Search Only,All features,5,59,8.47%,5.84,29.22,2.7,0,0,0.00%,0,0,80675406362,17271599522,Text ad
enabled,Virtual phone numbers,"In Estonia, from $3.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Estonia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675410442,5196894242,Text ad
enabled,Virtual number forwarding,"In Lithuania, from $3.90/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Lithuania,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675400122,5196894962,Text ad
enabled,Cheap Phone Number,Buy a new phone number. From $0.99.,Try free now!,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone number,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675407562,17273642882,Text ad
enabled,Virtual phone numbers,"In California, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,05. Virtual Phone Number - City - California,ad group paused, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675408162,5762466482,Text ad
enabled,Virtual phone numbers,"In Latvia, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Latvia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675408882,5196905402,Text ad
enabled,Virtual number forwarding,"In Latvia, from $1.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Latvia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675412002,5196901322,Text ad
enabled,VOIP numbers,"In Los Angeles, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,05. VOIP Number - City - Los Angeles,approved, --,Search Only,All features,0,2,0.00%,0,0,3.5,0,0,0.00%,0,0,80675405642,5762467442,Text ad
enabled,Virtual phone numbers,"In Singapore, from $8.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Singapore,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675409842,5196893042,Text ad
enabled,Virtual phone numbers,"In Canada, from $1.49/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Canada,approved, --,Search Only,All features,110,3178,3.46%,8.05,885.58,3.2,4,221.4,3.64%,4,0,80675410562,5196894482,Text ad
enabled,Virtual telephone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,03. Virtual Phone Number,approved, --,Search Only,All features,256,8685,2.95%,11.24,"2,878.09",2.7,4,719.52,1.56%,4,0,80675413922,5196898082,Text ad
enabled,Virtual number forwarding,"The Netherlands, from $1.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Netherlands,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675415002,5196895562,Text ad
enabled,VOIP Numbers,"In Argentina, from $8,80/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Argentina,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675416202,5196912482,Text ad
enabled,Virtual telephone numbers,From $0.99 per month.,Try free now!,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,03. Virtual Phone Number,approved, --,Search Only,All features,23,669,3.44%,13.78,316.93,2.9,0,0,0.00%,0,0,80675413802,5196898082,Text ad
enabled,Virtual number forwarding,"In Italy, from $1.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Italy,approved, --,Search Only,All features,0,1,0.00%,0,0,3,0,0,0.00%,0,0,80675416802,5196908402,Text ad
enabled,VOIP Numbers,"In Slovenia, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Slovenia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675422442,5196892322,Text ad
enabled,Phone numbers,"In New York, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,05. Phone Number - City - New York,ad group paused, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675408042,5762466242,Text ad
enabled,Virtual number forwarding,"In Japan, from $6.90/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Japan,approved, --,Search Only,All features,0,5,0.00%,0,0,3,0,0,0.00%,0,0,80675408402,5196909602,Text ad
enabled,Phone numbers,"In Greece, from $4.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Greece,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675409722,5196892562,Text ad
enabled,Phone numbers,"In Argentina, from $8,80/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Argentina,approved, --,Search Only,All features,0,2,0.00%,0,0,3.5,0,0,0.00%,0,0,80675398202,5196904082,Text ad
enabled,Phone numbers,"In Croatia, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Croatia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675410682,5196894722,Text ad
enabled,Virtual telephone numbers,From $0.99 per month.,Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,03. Virtual Phone Number,approved, --,Search Only,All features,18,673,2.67%,12.52,225.38,2.8,3,75.13,16.67%,3,0,80675414162,5196898082,Text ad
enabled,VOIP Numbers,"In Luxembourg, from $3.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Luxembourg,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675414402,5196898442,Text ad
enabled,Virtual phone numbers,"In Italy, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Italy,approved, --,Search Only,All features,0,2,0.00%,0,0,3,0,0,0.00%,0,0,80675415842,5196910802,Text ad
enabled,Virtual phone numbers,"In New Zealand, from $4.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - New Zealand,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675418842,5196900482,Text ad
enabled,Virtual phone numbers,"In Belgium, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Belgium,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675420282,5196912602,Text ad
enabled,VOIP Numbers,"In Poland, from $3.50/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Poland,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675422802,5196902042,Text ad
enabled,Virtual phone numbers,"In Romania, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Romania,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675426522,5196906002,Text ad
enabled,VOIP Numbers,"In El Salvador, from $9.10/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - El Salvador,approved, --,Search Only,All features,0,1,0.00%,0,0,7,0,0,0.00%,0,0,80675409482,5196896882,Text ad
enabled,VOIP Numbers,"In Ireland, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Ireland,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675426282,5196909962,Text ad
enabled,Virtual phone numbers,"In the US, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - US,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675398562,5196904682,Text ad
enabled,VOIP Numbers,"In Chile, from $8,50/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Chile,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675398682,5196904922,Text ad
enabled,Virtual number forwarding,"In Brazil, from $4.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Brazil,approved, --,Search Only,All features,0,1,0.00%,0,0,3,0,0,0.00%,0,0,80675414882,5196895442,Text ad
enabled,Virtual number forwarding,"In Belgium, from $1.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Belgium,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675417162,5196905042,Text ad
enabled,Virtual phone numbers,"In Venezuela, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Venezuela,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675429042,21748654562,Text ad
enabled,Virtual number forwarding,"In Malaysia, from $9.90/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Malaysia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675403842,21747927602,Text ad
enabled,Phone numbers,"In Lithuania, from $3.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Lithuania,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675404682,5196897842,Text ad
enabled,Virtual phone numbers,"In Los Angeles, from $0.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,05. Virtual Phone Number - City - Los Angeles,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675405402,5762466722,Text ad
enabled,Virtual phone numbers,"In Slovakia, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Slovakia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675409602,5196897242,Text ad
enabled,Virtual phone numbers,"In Croatia, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Croatia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675402402,5196906482,Text ad
enabled,VOIP Numbers,"In Belgium, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Belgium,approved, --,Search Only,All features,0,2,0.00%,0,0,2,0,0,0.00%,0,0,80675401202,5196909482,Text ad
enabled,Virtual phone numbers,"In Brazil, from $4.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Brazil,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675401682,5196897362,Text ad
paused,VOIP Numbers,"In Argentina, from $8,80/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - South Korea,paused, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675403362,21756261362,Text ad
enabled,Virtual number forwarding,"In Germany, from $3/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Germany,approved, --,Search Only,All features,1,2,50.00%,12.5,12.5,3,0,0,0.00%,0,0,80675399762,5196899642,Text ad
enabled,VOIP Numbers,"In Croatia, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Croatia,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675400002,5196899882,Text ad
enabled,Easy phone call API,Start calls to anything or anyone.,Supports phone numbers & SIP.,sonetel.com/call_back_api,,http://sonetel.com/en/help/support-center/help-topics/api/call-back-api/,,,,,,,,,,,, --, --,New | English - North America - search,Call back API,ad group paused, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,74523575282,19104071882,Text ad
enabled,VOIP Numbers,"In Japan, from $6.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - Japan,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675402762,5196903122,Text ad
enabled,Virtual phone numbers,"In Chile, from $8,50/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Chile,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675400602,5196907562,Text ad
enabled,VOIP Numbers,"In the UK, from $1.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - UK,approved, --,Search Only,All features,14,1012,1.38%,17.32,242.54,3.7,0,0,0.00%,0,0,80675402162,5196905882,Text ad
enabled,Get a VOIP number,"In South Korea, from $8.99/month.",Answer calls anywhere worldwide!,sonetel.com/voip-number,,http://sonetel.com/en/l/voip-number/,http://sonetel.com/en/l/voip-number/,,,,,,,,,,, --, --,New | English - North America - search,VOIP Number - South Korea,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675403242,21756261362,Text ad
enabled,Phone numbers,"In Denmark, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Denmark,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675399882,5196899762,Text ad
enabled,Virtual phone numbers,"In China, from $19.90/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - China,approved, --,Search Only,All features,0,17,0.00%,0,0,3.7,0,0,0.00%,0,0,80675404202,21748653962,Text ad
enabled,Virtual phone numbers,"In South Africa, from $3.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - South Africa,approved, --,Search Only,All features,0,1,0.00%,0,0,5,0,0,0.00%,0,0,80675399162,5196901682,Text ad
enabled,Virtual phone numbers,"In Argentina, from $8,80/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - Argentina,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675415362,5196896042,Text ad
enabled,Buy a New Phone Number,Get a phone number. From $0.99.,Try free now!,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone number,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675407322,17273642882,Text ad
enabled,Virtual number forwarding,"In Spain, from $1.99/month.",Forward calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Call Forwarding - Spain,approved, --,Search Only,All features,0,0,0.00%,0,0,0,0,0,0.00%,0,0,80675412122,5196901562,Text ad
enabled,Phone numbers,"In Canada, from $1.49/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/phone-number/,http://sonetel.com/en/l/phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Phone Number - Canada,approved, --,Search Only,All features,7,254,2.76%,9.93,69.48,3,0,0,0.00%,0,0,80675421602,5196891122,Text ad
enabled,Virtual phone numbers,"In South Korea, from $8.99/month.",Answer calls anywhere worldwide.,sonetel.com,,http://sonetel.com/en/l/virtual-phone-number/,http://sonetel.com/en/l/virtual-phone-number/,,,,,,,,,,, --, --,New | English - North America - search,Virtual Phone Number - South Korea,approved, --,Search Only,All features,0,2,0.00%,0,0,3.5,0,0,0.00%,0,0,80675428802,21748654322,Text ad
